,Actual Vote of Justice 1,Actual Vote of Justice 2,Actual Vote of Justice 3,Actual Vote of Justice 4,Actual Vote of Justice 5,Actual Vote of Justice 6,Actual Vote of Justice 7,Actual Vote of Justice 8,Actual Vote of Justice 9,Actual Winning Party,Case IDs,Code for Justice 1,Code for Justice 2,Code for Justice 3,Code for Justice 4,Code for Justice 5,Code for Justice 6,Code for Justice 7,Code for Justice 8,Code for Justice 9,Prediction Vote of Justice 1,Prediction Vote of Justice 2,Prediction Vote of Justice 3,Prediction Vote of Justice 4,Prediction Vote of Justice 5,Prediction Vote of Justice 6,Prediction Vote of Justice 7,Prediction Vote of Justice 8,Prediction Vote of Justice 9,Prediction for Winning Party
170,[1],[1],[2],[1],[1],[1],[1],[2],[2],[1],1957015,93,86,91,78,81,92,90,88,80,1,1,1,2,1,1,1,1,1,1
171,[1],[2],[4],[1],[1],[1],[1],[1],[1],[0],1979050,94,98,92,95,99,100,101,102,103,1,2,1,1,1,1,1,1,1,0
172,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2007050,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,1,1,1,1
173,[2],[1],[1],[1],[1],[1],[1],[1],[1],[0],2002001,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,0
174,[1],[2],[2],[1],[2],[1],[2],[1],[1],[0],1978014,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,2,1,1,1
175,[1],[4],[1],[1],[1],[1],[1],[4],[1],[1],1964078,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,0
176,[4],[1],[1],[1],[2],[1],[2],[1],[1],[1],2001002,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,2,1,1,1
177,[1],[1],[2],[1],[1],[1],[4],[3],[1],[1],1996054,106,107,108,109,110,102,103,104,105,1,1,2,1,1,1,1,1,1,1
178,[1],[1],[4],[1],[4],[1],[1],[1],[3],[0],2005022,106,107,108,109,110,111,112,103,105,1,1,1,1,1,1,1,1,1,1
179,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2014072,111,106,108,109,110,112,113,114,111,1,1,1,1,1,1,1,1,1,1
180,[1],[2],[3],[1],[1],[1],[1],[1],[1],[1],1999052,107,108,109,110,102,103,104,105,106,1,2,1,1,1,1,1,1,1,1
181,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1947043,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,0
182,[1],[1],[4],[1],[1],[1],[1],[4],[4],[1],1967008,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
183,[1],[3],[1],[1],[1],[1],[1],[1],[1],[1],2011011,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
184,[2],[1],[1],[1],[2],[1],[1],[1],[1],[1],2001013,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
185,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1972107,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
186,[1],[2],[1],[1],[3],[2],[1],[1],[1],[0],2007026,107,108,109,110,112,103,105,106,107,1,1,1,1,1,1,1,1,1,0
187,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2004048,105,106,107,108,109,110,111,103,104,1,1,1,1,1,1,1,1,1,1
188,[2],[2],[1],[1],[2],[1],[1],[2],[1],[0],1981169,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,2,1,0
189,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1991113,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,2,1,1
190,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],1979004,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,2,1,1
191,[2],[2],[1],[2],[1],[2],[1],[4],[1],[1],1989097,98,92,95,100,102,103,104,105,106,2,2,1,2,1,2,1,1,1,0
192,[1],[1],[1],[4],[1],[1],[1],[1],[1],[0],1995060,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
193,[1],[1],[1],[1],[2],[1],[1],[1],[1],[0],1966084,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
194,[3],[3],[1],[1],[1],[1],[1],[2],[1],[1],2000020,107,108,109,110,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
195,[1],[1],[1],[2],[1],[2],[2],[1],[2],[1],1984053,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,2,1,2,1
196,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1958071,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
197,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1992089,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,1
198,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1979026,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,0
199,[1],[1],[1],[1],[2],[3],[3],[2],[2],[1],1977012,94,98,92,95,99,100,101,102,103,1,1,1,1,2,1,1,2,1,1
200,[1],[2],[4],[4],[1],[1],[1],[1],[2],[0],1980104,94,98,92,95,99,100,101,102,103,1,2,3,1,1,1,1,1,2,1
201,[3],[1],[1],[1],[1],[1],[3],[2],[2],[1],1964011,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
202,[1],[1],[1],[1],[3],[2],[1],[3],[1],[1],1958135,93,94,90,78,80,81,88,91,92,1,1,1,1,1,2,1,1,1,1
203,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1955036,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,1
204,[1],[1],[4],[2],[1],[1],[1],[1],[1],[0],1988104,98,92,95,100,102,103,104,105,106,1,1,1,2,1,1,1,1,1,1
205,[1],[1],[1],[2],[1],[1],[1],[4],[1],[1],2004058,105,106,107,108,109,110,111,103,104,1,1,1,2,1,1,1,1,1,1
206,[2],[4],[4],[2],[2],[4],[1],[1],[2],[1],2010044,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
207,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1981159,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
208,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1964101,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
209,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],1984146,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,2,1,1,1
210,[1],[1],[1],[1],[1],[1],[3],[1],[1],[0],1954006,79,89,78,81,90,88,80,86,79,1,2,1,1,1,1,1,1,1,1
211,[1],[1],[4],[1],[1],[2],[1],[2],[1],[1],1999042,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
212,[1],[1],[1],[2],[1],[2],[2],[3],[2],[1],1980144,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,1,1,1,1
213,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1957077,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,1,1,0
214,[1],[4],[1],[4],[4],[1],[1],[2],[1],[0],1993080,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
215,[2],[1],[1],[1],[2],[1],[2],[2],[1],[0],1980064,94,98,92,95,99,100,101,102,103,2,1,1,1,2,1,2,2,1,1
216,[1],[1],[1],[1],[4],[4],[1],[4],[4],[0],1978068,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
217,[1],[1],[3],[1],[1],[1],[1],[1],[1],[0],1990107,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,1
218,[1],[2],[1],[2],[2],[1],[1],[1],[2],[1],1997053,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,1,1,1,1
219,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1965086,94,92,95,90,88,97,90,78,81,1,1,1,1,1,1,1,1,1,1
220,[2],[3],[1],[2],[3],[2],[1],[2],[1],[1],1977025,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
221,[1],[1],[1],[2],[1],[1],[2],[1],[1],[1],1967164,94,98,92,95,90,97,91,78,81,1,1,1,2,1,1,2,1,1,0
222,[4],[4],[1],[1],[4],[1],[1],[4],[1],[1],1984126,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
223,[2],[1],[2],[1],[1],[1],[2],[1],[1],[1],1948042,87,78,79,80,81,82,84,85,86,1,1,1,1,1,1,1,1,1,1
224,[1],[1],[1],[1],[1],[1],[4],[1],[1],[1],1967030,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
225,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1979081,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
226,[2],[2],[1],[2],[1],[1],[1],[2],[1],[0],1963108,81,94,92,95,90,88,96,91,78,1,2,1,1,1,1,1,2,1,1
227,[2],[2],[2],[1],[1],[1],[3],[1],[1],[0],1978043,94,98,92,95,99,100,101,102,103,2,2,2,1,1,1,1,1,1,1
228,[1],[1],[1],[1],[3],[1],[1],[1],[1],[0],2004015,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
229,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1971063,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
230,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],1990011,95,98,100,103,104,105,106,107,98,1,1,1,2,1,1,1,1,1,1
231,[1],[1],[1],[1],[1],[1],[1],[1],[3],[1],2017025,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
232,[1],[1],[2],[1],[1],[1],[4],[1],[1],[0],1994051,106,107,108,109,110,102,103,104,105,1,1,2,1,1,1,1,1,1,1
233,[2],[2],[1],[2],[1],[2],[3],[3],[1],[1],1989090,98,92,95,100,102,103,104,105,106,2,2,1,2,1,2,1,1,1,0
234,[1],[1],[1],[1],[1],[2],[1],[2],[1],[1],1962081,81,94,92,95,90,88,96,91,78,1,1,1,1,1,2,1,2,1,1
235,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1972160,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
236,[1],[1],[3],[1],[3],[1],[1],[1],[1],[0],1992033,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,0
237,[2],[1],[2],[2],[1],[2],[2],[1],[1],[0],1973119,100,101,102,81,94,98,92,95,99,2,1,2,2,1,2,2,1,1,1
238,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2014037,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
239,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1963019,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,2,1,0
240,[2],[1],[1],[2],[1],[1],[1],[2],[1],[0],1952060,88,86,84,81,80,79,78,87,89,1,1,1,2,1,1,1,1,1,0
241,[1],[1],[1],[4],[1],[1],[4],[1],[1],[0],1984157,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,0
242,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1960024,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
243,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1975100,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
244,[2],[4],[1],[2],[1],[2],[1],[2],[1],[1],1992120,105,106,107,108,109,100,102,103,104,1,1,1,1,1,2,1,1,1,1
245,[1],[1],[2],[1],[1],[1],[1],[1],[2],[0],1958137,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
246,[2],[2],[2],[1],[2],[1],[1],[1],[1],[1],1983153,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,1,1,0
247,[1],[2],[2],[1],[1],[1],[1],[1],[1],[1],1976073,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
248,[1],[1],[1],[1],[4],[4],[3],[4],[1],[1],1976039,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
249,[1],[1],[2],[4],[4],[1],[3],[1],[4],[1],1980135,99,92,95,98,100,101,102,103,104,1,1,2,1,1,1,1,1,1,1
250,[2],[2],[2],[1],[1],[1],[1],[1],[2],[1],1953058,81,90,88,80,86,79,89,84,78,2,1,1,1,1,1,1,1,1,1
251,[1],[1],[1],[1],[1],[1],[1],[4],[2],[0],1995090,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
252,[1],[1],[2],[1],[1],[2],[4],[2],[1],[1],1947102,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,1,2,1,0
253,[1],[2],[1],[2],[1],[2],[1],[1],[1],[0],1966015,94,92,95,90,88,97,91,78,81,2,1,2,1,1,1,1,1,1,1
254,[1],[1],[1],[1],[1],[1],[4],[1],[1],[1],1967003,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
255,[1],[1],[1],[1],[1],[2],[2],[1],[2],[1],2012010,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,1,1
256,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2004053,105,106,107,108,109,110,111,103,104,1,1,1,1,1,1,1,1,1,1
257,[1],[1],[2],[1],[1],[2],[2],[2],[1],[0],1948039,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,0
258,[1],[1],[1],[1],[2],[1],[1],[2],[2],[1],1999070,107,108,109,110,102,103,104,105,106,1,1,1,1,1,2,1,1,1,1
259,[2],[4],[1],[4],[1],[4],[2],[2],[1],[1],1964126,88,91,92,94,95,96,91,78,81,2,1,1,1,1,1,1,1,2,1
260,[1],[1],[1],[3],[3],[1],[1],[1],[1],[1],1961006,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
261,[3],[3],[4],[1],[3],[2],[1],[1],[1],[0],2000044,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,0
262,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1955033,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,0
263,[1],[1],[1],[1],[1],[2],[1],[1],[1],[0],1999061,107,108,109,110,102,103,104,105,106,1,1,1,1,1,2,1,1,1,1
264,[1],[2],[1],[2],[1],[2],[2],[2],[1],[1],1973116,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,1,1,1,1
265,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1978106,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
266,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1998028,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
267,[2],[2],[1],[2],[1],[1],[2],[1],[1],[1],1986131,98,92,95,100,101,102,103,104,105,2,2,1,2,1,1,1,1,1,1
268,[1],[2],[1],[1],[1],[1],[1],[1],[1],[0],2000005,107,108,109,110,102,103,104,105,106,2,1,1,1,1,1,1,1,1,1
269,[1],[1],[1],[1],[2],[1],[1],[1],[1],[0],1961018,80,93,91,78,81,94,92,90,88,1,1,1,1,2,1,1,1,1,0
270,[4],[2],[1],[2],[2],[1],[5],[1],[2],[0],1948105,86,84,81,80,79,78,85,82,87,1,1,1,1,1,2,1,1,1,0
271,[3],[1],[1],[1],[1],[1],[1],[1],[1],[1],1989052,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
272,[4],[4],[1],[2],[1],[1],[2],[1],[1],[1],1992115,105,106,107,108,109,100,102,103,104,1,1,1,2,1,1,1,1,1,0
273,[1],[1],[1],[2],[1],[4],[2],[1],[1],[0],1973066,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,2,1,1,1
274,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1973145,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
275,[1],[2],[4],[1],[4],[2],[1],[1],[2],[0],1991039,103,104,105,106,107,108,95,100,102,1,2,1,1,1,2,1,1,1,1
276,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],2011051,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
277,[1],[1],[1],[2],[4],[1],[1],[2],[1],[0],1980042,94,98,92,95,99,100,101,102,103,1,1,1,2,1,1,1,2,1,1
278,[2],[2],[1],[1],[1],[1],[1],[1],[1],[1],1958051,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
279,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1955018,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,1
280,[3],[1],[1],[1],[1],[1],[1],[1],[1],[0],1991086,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,1
281,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1965008,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
282,[1],[1],[1],[4],[1],[1],[1],[1],[1],[0],1985008,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,0
283,[1],[1],[1],[1],[1],[1],[1],[3],[1],[1],1946023,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
284,[1],[2],[2],[2],[1],[2],[3],[1],[1],[0],1980047,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
285,[1],[1],[2],[1],[1],[1],[1],[2],[2],[1],1957011,93,86,91,78,81,92,90,88,80,1,1,1,2,2,1,2,1,1,0
286,[1],[1],[2],[1],[1],[1],[1],[1],[2],[0],1960012,93,94,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,2,1
287,[2],[3],[3],[2],[3],[3],[2],[2],[1],[1],2005049,105,106,107,108,109,110,112,103,105,1,1,1,2,1,1,1,1,1,1
288,[1],[1],[4],[3],[1],[1],[1],[2],[2],[1],1993048,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,1
289,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1955042,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,0
290,[4],[2],[1],[1],[1],[2],[1],[2],[1],[1],1983002,98,92,95,99,100,101,102,103,104,1,2,1,1,1,1,1,2,1,1
291,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1973084,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
292,[2],[1],[2],[1],[1],[1],[1],[1],[3],[1],2005035,106,107,108,109,110,111,112,103,105,1,1,1,1,1,1,1,1,1,1
293,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1954014,79,89,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,0
294,[1],[1],[1],[1],[1],[1],[4],[1],[1],[1],1967100,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
295,[2],[4],[4],[1],[5],[4],[3],[2],[2],[1],1979120,94,98,92,95,99,100,101,102,103,2,1,1,1,1,1,1,2,2,0
296,[1],[1],[1],[1],[1],[1],[1],[1],[2],[1],1964075,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,2,1
297,[3],[2],[3],[1],[1],[1],[3],[2],[1],[0],1962141,81,94,92,95,90,88,96,91,78,1,2,1,1,1,1,1,1,1,1
298,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1975181,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
299,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],2005073,106,107,108,109,110,111,112,103,105,1,1,1,1,1,1,1,1,1,1
300,[2],[2],[1],[1],[1],[1],[1],[2],[1],[1],1956075,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,1,1,1
301,[2],[1],[2],[1],[2],[1],[1],[2],[1],[0],2015003,113,114,111,106,108,109,110,112,113,1,1,1,1,1,1,1,2,1,1
302,[2],[1],[2],[1],[2],[4],[1],[1],[1],[1],1966032,94,92,95,90,88,97,91,78,81,2,1,2,1,1,1,4,1,1,1
303,[1],[2],[1],[1],[1],[4],[4],[2],[1],[0],1955078,89,91,78,81,90,88,80,86,79,1,2,1,1,1,1,1,2,1,1
304,[1],[1],[1],[1],[1],[1],[1],[2],[4],[0],1991036,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,2,1,0
305,[3],[2],[1],[2],[2],[1],[1],[2],[1],[0],1970044,91,92,94,95,98,100,91,78,81,1,2,1,1,1,1,1,1,1,1
306,[1],[1],[1],[3],[1],[1],[2],[3],[1],[1],1994029,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
307,[1],[1],[1],[1],[4],[1],[1],[4],[1],[1],1979147,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,0
308,[1],[1],[1],[1],[3],[1],[1],[4],[1],[1],2004025,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
309,[1],[1],[1],[1],[1],[1],[2],[2],[1],[1],1967184,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
310,[1],[1],[2],[1],[1],[1],[1],[1],[2],[1],1957103,93,86,91,78,81,92,90,88,80,1,1,2,1,1,1,1,1,2,1
311,[1],[1],[1],[1],[1],[2],[2],[1],[1],[0],2004029,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
312,[1],[2],[2],[1],[1],[3],[1],[1],[2],[1],1978111,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,2,1
313,[1],[1],[1],[1],[1],[1],[3],[1],[1],[1],2010020,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,0
314,[2],[2],[4],[1],[1],[4],[1],[1],[4],[0],1960087,93,94,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
315,[1],[1],[1],[1],[1],[1],[1],[1],[2],[1],2014004,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,2,1
316,[1],[3],[2],[2],[3],[2],[1],[1],[2],[0],1995016,106,107,108,109,110,102,103,104,105,1,1,1,2,1,1,1,1,1,1
317,[1],[2],[1],[2],[2],[2],[1],[2],[2],[1],1997021,106,107,108,109,110,102,103,104,105,1,1,1,2,2,1,2,1,1,1
318,[1],[2],[4],[1],[1],[1],[1],[1],[1],[1],2010045,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
319,[3],[1],[1],[1],[3],[3],[1],[1],[2],[1],1967182,91,92,94,95,97,98,91,78,81,4,1,1,1,1,1,1,1,1,1
320,[3],[1],[1],[1],[2],[4],[1],[4],[1],[0],1993046,105,106,107,108,109,100,102,103,104,1,1,1,1,2,1,1,1,1,1
321,[1],[2],[1],[1],[2],[1],[1],[1],[1],[0],1946024,86,84,81,80,79,78,85,82,87,1,2,1,1,2,1,1,1,1,0
322,[1],[1],[1],[1],[2],[1],[1],[1],[1],[1],2012059,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
323,[1],[2],[1],[1],[2],[1],[1],[3],[3],[0],2003057,104,105,106,107,108,109,110,102,103,1,2,1,1,2,1,1,1,1,1
324,[1],[2],[1],[2],[1],[1],[1],[2],[1],[1],1969059,91,78,81,94,98,92,95,99,91,1,2,1,2,1,1,1,2,1,1
325,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],1978052,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
326,[1],[1],[1],[4],[1],[1],[1],[1],[1],[1],1950006,89,88,86,84,81,80,79,78,87,1,1,1,1,1,1,1,1,1,1
327,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],1996085,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,0
328,[1],[1],[1],[1],[4],[1],[1],[4],[1],[1],1975059,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
329,[1],[1],[1],[2],[1],[4],[1],[4],[1],[0],1973102,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,1,1,1,1
330,[3],[3],[1],[1],[2],[2],[2],[1],[2],[1],1972126,100,101,102,99,81,92,94,95,98,1,1,1,1,2,1,2,1,2,1
331,[2],[1],[1],[1],[1],[2],[2],[1],[1],[0],1966017,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,2,1,1,1
332,[1],[1],[4],[1],[1],[5],[1],[1],[4],[1],2012074,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
333,[1],[1],[1],[2],[2],[2],[1],[3],[1],[1],1977051,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,2,1,0
334,[1],[1],[1],[1],[1],[1],[1],[1],[3],[1],2007013,108,109,110,111,112,103,105,106,107,1,1,1,1,1,1,1,1,1,1
335,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1947038,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,0
336,[4],[1],[1],[1],[1],[1],[1],[1],[1],[0],2008068,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
337,[1],[3],[1],[4],[3],[1],[2],[3],[1],[1],1994052,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
338,[2],[2],[1],[2],[1],[1],[2],[1],[1],[1],1986083,98,92,95,100,101,102,103,104,105,2,2,1,2,1,1,2,1,1,1
339,[1],[1],[1],[1],[1],[1],[1],[3],[1],[1],1988054,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
340,[1],[1],[1],[1],[2],[1],[1],[1],[1],[0],1970094,94,98,92,95,99,100,99,78,81,1,1,1,1,1,1,1,1,1,1
341,[1],[1],[2],[1],[1],[1],[1],[1],[1],[1],1999010,106,107,108,109,110,102,103,104,105,1,1,2,1,1,1,1,1,1,1
342,[1],[2],[1],[4],[4],[1],[1],[1],[1],[1],1960128,80,93,91,78,81,94,92,90,88,1,2,1,1,1,1,1,1,1,1
343,[1],[3],[1],[2],[1],[1],[1],[1],[1],[1],1997048,106,107,108,109,110,102,103,104,105,1,1,1,2,1,1,1,1,1,1
344,[1],[1],[2],[2],[2],[2],[1],[1],[1],[1],1955074,91,91,78,81,90,88,80,86,79,1,1,2,2,1,1,1,1,1,1
345,[2],[3],[3],[3],[3],[1],[4],[1],[1],[1],2009044,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
346,[1],[1],[3],[2],[1],[1],[1],[1],[1],[1],1968109,95,90,91,78,81,94,98,92,95,1,1,1,2,1,1,1,1,1,1
347,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1956133,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,1,1,1
348,[1],[1],[1],[1],[2],[1],[1],[2],[2],[0],1950092,89,88,86,84,81,80,79,78,87,1,1,1,1,2,1,1,2,1,0
349,[2],[2],[1],[1],[1],[1],[1],[1],[2],[1],1954074,89,91,78,81,90,88,80,86,79,1,2,1,1,1,1,1,1,2,0
350,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2010073,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
351,[1],[1],[1],[1],[2],[2],[1],[1],[4],[0],1957143,93,86,90,78,80,81,86,88,91,1,1,1,1,2,1,1,1,1,1
352,[2],[1],[1],[1],[4],[4],[1],[3],[3],[1],2000043,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
353,[2],[1],[1],[1],[1],[4],[2],[3],[3],[1],1979024,94,98,92,95,99,100,101,102,103,2,1,1,1,1,1,2,1,1,1
